ResponseId,Risk,Intent,Outcome,RandOrder,age,gender,race/eth,DamPre_1,DamPost_1,DRiskCheck,DIntentCheck,DOutcomeCheck,FirePre_1,FirePost_1,FRiskCheck,FIntentCheck,FOutcomeCheck,DamGNG,FireGNG,OverallGNG,DamOutcomeMatch,FireOutcomeMatch
R_2vbLaFOQFhmvUKH,High,Mitigate,Good,FL_23|FL_17,27,Male,"White, not of Hispanic origin",50,50,1,1,Mitigated,8,9,1,1,Mitigated,1,1,1,1,1
R_6rgxEShgXtNYPuh,High,Mitigate,Good,FL_17|FL_23,37,Female,"White, not of Hispanic origin",51,51,1,1,Mitigated,92,50,1,1,Mitigated,1,1,1,1,1
R_26fEYlX6vpf2F5Q,Low,Prevent,Bad,FL_23|FL_17,41,Female,"White, not of Hispanic origin",51,4,1,1,Worst,45,13,1,1,Worst,1,1,1,1,1
R_2tg6W2RJb7FVJ6k,High,Mitigate,Bad,FL_17|FL_23,30,Male,American Indian/ Alaska Native,48,6,1,1,Worst,80,88,1,1,Worst,1,1,1,1,1
R_2rwP8yiEHpotwrX,High,Mitigate,Bad,FL_23|FL_17,30,Male,"White, not of Hispanic origin",50,11,1,0,Worst,91,4,1,0,Worst,0,0,0,1,1
R_11jx3V7nuGsi3px,Low,Mitigate,Good,FL_17|FL_23,39,Female,Black/ African American,30,49,0,1,Mitigated,82,81,0,1,Mitigated,0,0,0,1,1
R_2SAIZtmRH2OMB2o,Low,Prevent,Good,FL_17|FL_23,26,Female,"White, not of Hispanic origin",82,64,1,1,Prevented,81,79,1,1,Prevented,1,1,1,1,1
R_3HM2aWBlRk0LYJx,Low,Prevent,Bad,FL_17|FL_23,32,Female,Hispanic,82,39,1,1,Worst,67,50,1,1,Worst,1,1,1,1,1
R_3h3JUdNGZxWvsUF,High,Mitigate,Bad,FL_23|FL_17,47,Male,"White, not of Hispanic origin",68,88,1,0,Mitigated,67,80,1,0,Worst,0,0,0,0,1
R_2XbbJKSacnsr5Mc,Low,Mitigate,Good,FL_23|FL_17,29,Male,Black/ African American,100,51,1,1,Mitigated,100,50,1,1,Mitigated,1,1,1,1,1
R_ywJtj6HpK88CQud,Low,Mitigate,Good,FL_17|FL_23,57,Female,"White, not of Hispanic origin",82,49,1,1,Mitigated,39,73,1,0,Mitigated,1,0,0,1,1
R_3COUX70heo0Sz7W,High,Mitigate,Bad,FL_23|FL_17,27,Female,"White, not of Hispanic origin",14,51,1,0,Worst,19,53,1,1,Worst,0,1,0,1,1
R_2D0tZreElysxjzN,High,Mitigate,Good,FL_23|FL_17,21,Male,"White, not of Hispanic origin",66,52,1,0,Worst,40,72,1,1,Mitigated,0,1,0,0,1
R_1o53NuzXZWJAfNi,High,Mitigate,Good,FL_17|FL_23,29,Female,"White, not of Hispanic origin",51,0,1,1,Mitigated,51,50,1,1,Mitigated,1,1,1,1,1
R_1pz1QcbncWiVJ5J,Low,Mitigate,Good,FL_23|FL_17,0,0,0,50,50,1,1,Mitigated,68,66,1,1,Mitigated,1,1,1,1,1
R_2pRAaU54MVnW1tc,Low,Prevent,Good,FL_23|FL_17,35,Male,"White, not of Hispanic origin",65,55,1,1,Prevented,60,50,1,1,Prevented,1,1,1,1,1
R_tLCwYBJAjnom4zT,Low,Prevent,Bad,FL_17|FL_23,45,Male,"White, not of Hispanic origin",77,91,0,0,Mitigated,78,79,0,0,Mitigated,0,0,0,0,0
R_31BME5POdCXkGXJ,Low,Mitigate,Bad,FL_17|FL_23,51,Female,Asian/ Pacific Islander,69,68,1,1,Prevented,73,70,1,0,Mitigated,1,0,0,0,0
R_0IWZ6B09FKROG8p,Low,Mitigate,Good,FL_23|FL_17,28,Female,"White, not of Hispanic origin",82,53,1,1,Mitigated,86,62,1,1,Mitigated,1,1,1,1,1
R_1dEa3fPW0vZcQGz,Low,Prevent,Good,FL_23|FL_17,18,Female,Asian/ Pacific Islander,100,50,1,1,Prevented,86,96,0,1,Mitigated,1,0,0,1,0
R_x0mHpxSRG11rFbb,High,Mitigate,Good,FL_17|FL_23,31,Female,"White, not of Hispanic origin",48,52,1,0,Mitigated,55,47,1,1,Mitigated,0,1,0,1,1
R_1jTxMJySL1wS1FU,Low,Mitigate,Bad,FL_23|FL_17,46,Female,Black/ African American,71,0,1,0,Worst,100,2,0,1,Mitigated,0,0,0,1,0
R_20VtEDXEMBRAHnY,High,Mitigate,Bad,FL_23|FL_17,46,Male,"White, not of Hispanic origin",75,75,1,1,Worst,76,76,1,1,Worst,1,1,1,1,1
R_25QrLdZHdrAsyxu,High,Mitigate,Good,FL_17|FL_23,20,Male,"White, not of Hispanic origin",50,51,1,0,Mitigated,81,71,1,0,Mitigated,0,0,0,1,1
R_3q9luAImWkpoiHc,Low,Prevent,Bad,FL_23|FL_17,27,Female,Black/ African American,82,19,1,1,Worst,72,40,1,1,Worst,1,1,1,1,1
R_1LOkW6BhqkP5ILS,High,Mitigate,Bad,FL_17|FL_23,19,Female,"White, not of Hispanic origin",97,74,1,1,Worst,62,82,1,0,Worst,1,0,0,1,1
R_2bW3zXudwIYvRuh,Low,Mitigate,Bad,FL_17|FL_23,25,Female,Black/ African American,59,25,1,0,Worst,64,30,0,0,Worst,0,0,0,1,1
R_2VK37m6nuQc8gsH,Low,Prevent,Bad,FL_17|FL_23,52,Male,"White, not of Hispanic origin",82,92,1,1,Mitigated,92,71,0,0,Mitigated,1,0,0,0,0
R_TqjAntjuVcLrshb,High,Prevent,Good,FL_23|FL_17,59,Female,"White, not of Hispanic origin",51,52,1,1,Prevented,52,52,1,1,Prevented,1,1,1,1,1
R_2VEyYwv0HfTa6z4,Low,Mitigate,Good,FL_17|FL_23,43,Female,"White, not of Hispanic origin",51,52,1,0,Mitigated,55,55,1,1,Mitigated,0,1,0,1,1
R_3Ed3Ht8hDklmFdy,Low,Mitigate,Good,FL_17|FL_23,41,Male,"White, not of Hispanic origin",82,51,1,1,Mitigated,69,60,0,1,Mitigated,1,0,0,1,1
R_1Qi1gzMgEIz9odA,Low,Prevent,Good,FL_17|FL_23,36,Female,"White, not of Hispanic origin",94,84,1,1,Prevented,75,74,1,1,Prevented,1,1,1,1,1
R_2ea5coHebTYBFZn,High,Mitigate,Bad,FL_23|FL_17,27,Female,"White, not of Hispanic origin",51,51,1,1,Worst,82,82,1,0,Worst,1,0,0,1,1
R_1gUE3udRlnG7A3S,Low,Mitigate,Bad,FL_23|FL_17,47,Male,"White, not of Hispanic origin",75,79,1,1,Mitigated,64,76,0,1,Mitigated,1,0,0,0,0
R_3F4COs36oL0GjYr,Low,Mitigate,Good,FL_17|FL_23,35,Female,"White, not of Hispanic origin",51,51,1,1,Mitigated,82,60,1,1,Mitigated,1,1,1,1,1
R_AAqiFbeIn8B1eOl,High,Mitigate,Good,FL_23|FL_17,42,Male,"White, not of Hispanic origin",51,49,1,1,Mitigated,71,50,1,1,Mitigated,1,1,1,1,1
R_3NOtholH3OvFJag,Low,Prevent,Good,FL_23|FL_17,47,Male,"White, not of Hispanic origin",72,79,0,1,Mitigated,60,50,1,1,Mitigated,0,1,0,0,0
R_3HOhpbIk78BSzQ1,High,Prevent,Good,FL_23|FL_17,19,Female,Asian/ Pacific Islander,50,51,1,1,Prevented,40,52,1,0,Prevented,1,0,0,1,1
R_2ZBtR6qSKmnmykG,Low,Mitigate,Bad,FL_23|FL_17,33,Male,"White, not of Hispanic origin",92,91,1,1,Worst,70,49,1,1,Worst,1,1,1,1,1
R_1IFbSs5gYFWf0jS,Low,Prevent,Bad,FL_17|FL_23,33,Female,"White, not of Hispanic origin",91,59,0,1,Worst,59,26,0,0,Worst,0,0,0,1,1
R_1qhblEqas2M4qWv,High,Mitigate,Good,FL_23|FL_17,53,Male,"White, not of Hispanic origin",52,62,0,1,Worst,56,58,0,1,Worst,0,0,0,0,0
R_PToEqMtMr3pCgPn,High,Mitigate,Bad,FL_17|FL_23,69,Male,Asian/ Pacific Islander,19,19,1,1,Worst,20,19,1,1,Worst,1,1,1,1,1
R_3j2MlXu4EFh3lvG,High,Mitigate,Bad,FL_17|FL_23,24,Female,Black/ African American,52,8,1,1,Worst,20,8,1,1,Worst,1,1,1,1,1
R_2bT5gMVFbvWhGb6,Low,Prevent,Good,FL_23|FL_17,34,Female,"White, not of Hispanic origin",78,51,1,0,Worst,72,85,1,1,Prevented,0,1,0,0,1
R_1jJ6Ia7wZawqnb5,High,Prevent,Good,FL_17|FL_23,46,Female,"White, not of Hispanic origin",50,52,0,0,Mitigated,57,75,0,0,Prevented,0,0,0,0,1
R_3lXNzaW2WYuv9Q2,Low,Mitigate,Bad,FL_17|FL_23,45,Male,"White, not of Hispanic origin",76,50,0,1,Prevented,60,66,1,1,Worst,0,1,0,0,1
R_1hVZMz8FE3oaDWP,High,Mitigate,Good,FL_23|FL_17,54,Female,"White, not of Hispanic origin",57,59,0,1,Worst,59,64,0,1,Worst,0,0,0,0,0
R_2ATGCwLh1hEIAMq,Low,Mitigate,Bad,FL_17|FL_23,35,Female,"White, not of Hispanic origin",92,50,1,1,Worst,100,50,1,0,Worst,1,0,0,1,1
R_12LrPVji5NAYS2t,High,Prevent,Good,FL_17|FL_23,37,Male,"White, not of Hispanic origin",51,51,1,1,Prevented,50,51,1,1,Mitigated,1,1,1,1,0
R_2CKbBsgcWL1EWnw,Low,Prevent,Good,FL_17|FL_23,18,Male,Hispanic,70,61,1,0,Prevented,55,50,0,1,Prevented,0,0,0,1,1
R_1PdEkUpteTU2F8E,Low,Mitigate,Bad,FL_23|FL_17,23,Female,Asian/ Pacific Islander,80,74,1,0,Prevented,30,8,0,0,Worst,0,0,0,0,1
R_3lS8ZEJ399U6YHq,Low,Mitigate,Bad,FL_17|FL_23,30,Male,"White, not of Hispanic origin",49,58,0,0,Worst,50,29,0,1,Worst,0,0,0,1,1
R_2ysaYkd8RCcUJSs,Low,Mitigate,Bad,FL_17|FL_23,27,Male,"White, not of Hispanic origin",50,50,0,0,Worst,69,50,0,0,Worst,0,0,0,1,1
R_1OCYVlFYScWP6yO,Low,Mitigate,Bad,FL_17|FL_23,18,Male,"White, not of Hispanic origin",66,3,0,1,Worst,48,29,1,0,Mitigated,0,0,0,1,0
R_1LZlejqtZxYRLBQ,Low,Mitigate,Bad,FL_23|FL_17,0,Male,Asian/ Pacific Islander,50,19,1,1,Worst,81,51,1,0,Worst,1,0,0,1,1
R_22Fv1wof0RC2PjF,Low,Mitigate,Bad,FL_23|FL_17,31,Male,Hispanic,61,75,1,0,Worst,73,54,1,1,Mitigated,0,1,0,1,0
R_1mQum8QlYfXwFL6,Low,Mitigate,Bad,FL_23|FL_17,34,Female,"White, not of Hispanic origin",51,9,1,0,Worst,74,68,1,0,Worst,0,0,0,1,1
R_3CCawWyWHBLrG2F,Low,Mitigate,Bad,FL_23|FL_17,24,Female,"White, not of Hispanic origin",100,82,1,1,Worst,100,81,1,1,Mitigated,1,1,1,1,0
R_20Uvj1UTxdQ2icT,Low,Mitigate,Bad,FL_23|FL_17,29,Male,"White, not of Hispanic origin",40,23,1,1,Worst,65,65,1,0,Worst,1,0,0,1,1
R_1LvY4yG68kCq5X7,Low,Mitigate,Bad,FL_17|FL_23,29,Male,Black/ African American,62,51,0,0,Worst,27,36,1,1,Mitigated,0,1,0,1,0
R_1GCZO0JXsCyipqi,Low,Mitigate,Good,FL_23|FL_17,46,Female,"White, not of Hispanic origin",61,47,1,1,Mitigated,99,98,1,1,Mitigated,1,1,1,1,1
R_qDfXPDEo2zuK07L,Low,Mitigate,Bad,FL_23|FL_17,19,Female,Hispanic,39,50,1,1,Worst,60,71,1,1,Worst,1,1,1,1,1
R_4HshGun6nulk3bb,Low,Mitigate,Bad,FL_17|FL_23,32,Male,"White, not of Hispanic origin",90,50,1,0,Worst,77,35,1,1,Worst,0,1,0,1,1
R_1EjqZzahPQ7CAIk,Low,Mitigate,Good,FL_23|FL_17,21,Female,Asian/ Pacific Islander,100,60,1,1,Mitigated,91,50,1,1,Mitigated,1,1,1,1,1
R_sIn5lUL7dK9QflL,Low,Mitigate,Bad,FL_23|FL_17,27,Female,Black/ African American,56,7,0,0,Worst,16,44,0,1,Mitigated,0,0,0,1,0
R_bqE2szXONlQoCvT,Low,Mitigate,Good,FL_23|FL_17,45,Male,"White, not of Hispanic origin",69,70,0,0,Prevented,60,54,0,0,Mitigated,0,0,0,0,1
R_1Pedf2rME0Pv6wY,Low,Mitigate,Good,FL_17|FL_23,33,Female,"White, not of Hispanic origin",68,50,1,1,Mitigated,81,73,1,1,Mitigated,1,1,1,1,1
R_BtZ0rqDeAtFDlL3,High,Mitigate,Bad,FL_17|FL_23,34,Male,"White, not of Hispanic origin",58,14,1,1,Worst,48,48,1,1,Worst,1,1,1,1,1
R_2dYKvg6lA1drJys,Low,Mitigate,Bad,FL_23|FL_17,25,Male,0,19,8,1,1,Worst,7,8,1,1,Worst,1,1,1,1,1
R_11b9aizWsNRie2p,High,Mitigate,Bad,FL_23|FL_17,27,Female,"White, not of Hispanic origin",51,0,1,1,Worst,91,43,1,1,Worst,1,1,1,1,1
R_1OCDLGZhz5zQZmm,Low,Mitigate,Bad,FL_23|FL_17,29,Male,Asian/ Pacific Islander,72,69,1,1,Worst,74,62,1,1,Worst,1,1,1,1,1
R_sb9pMx2zCKSb14J,Low,Mitigate,Bad,FL_23|FL_17,20,Female,Hispanic,42,15,0,1,Worst,29,0,1,1,Mitigated,0,1,0,1,0
R_2uDHLZnbRhQSbr3,High,Mitigate,Bad,FL_17|FL_23,35,Male,"White, not of Hispanic origin",71,76,1,1,Worst,60,54,1,1,Worst,1,1,1,1,1
R_ClDsQgMhw8RFxe1,Low,Mitigate,Bad,FL_23|FL_17,19,Female,"White, not of Hispanic origin",65,29,1,0,Worst,87,66,1,1,Worst,0,1,0,1,1
R_sFqiwiWYrcaYDQZ,Low,Mitigate,Bad,FL_23|FL_17,40,Female,"Asian/ Pacific Islander,White, not of Hispanic origin",50,36,1,1,Worst,51,39,1,0,Worst,1,0,0,1,1
R_3KHkbBBx72TJtHI,High,Mitigate,Good,FL_23|FL_17,23,Nonbinary,"White, not of Hispanic origin",50,50,1,1,Mitigated,19,19,1,1,Mitigated,1,1,1,1,1
R_2e9fSwYL9lUQ8ai,High,Mitigate,Bad,FL_23|FL_17,42,Female,"White, not of Hispanic origin",0,63,1,1,Mitigated,54,50,1,0,Prevented,1,0,0,0,0
R_WlAj0JjU0kc0Bvr,High,Mitigate,Good,FL_17|FL_23,42,Male,"White, not of Hispanic origin",57,72,0,1,Prevented,76,52,0,0,Prevented,0,0,0,0,0
R_3nl8eV1R1p6JZzk,Low,Prevent,Bad,FL_23|FL_17,35,Female,Asian/ Pacific Islander,43,33,1,1,Worst,37,20,0,1,Mitigated,1,0,0,1,0
R_1H2cN2avsGS5Wsj,Low,Prevent,Good,FL_17|FL_23,32,Female,"White, not of Hispanic origin",60,50,1,1,Prevented,50,50,1,1,Prevented,1,1,1,1,1
R_79yu1ZJC8OMc6VH,Low,Mitigate,Good,FL_17|FL_23,52,Female,"White, not of Hispanic origin",100,100,1,0,Prevented,82,81,1,0,Mitigated,0,0,0,0,1
R_10SeCpUABJFpTQS,Low,Mitigate,Bad,FL_23|FL_17,18,Male,"White, not of Hispanic origin",50,49,1,0,Worst,81,50,0,0,Mitigated,0,0,0,1,0
R_2aJK468XJiVBpoM,High,Mitigate,Good,FL_17|FL_23,53,Female,"White, not of Hispanic origin",51,50,1,1,Mitigated,75,79,1,1,Prevented,1,1,1,1,0
R_tEBsA1IYmrpRPvr,High,Mitigate,Bad,FL_23|FL_17,20,Male,"White, not of Hispanic origin",51,7,1,0,Worst,51,34,1,0,Mitigated,0,0,0,1,0
R_1ON4tBHFAhwYXBI,Low,Prevent,Bad,FL_23|FL_17,21,Female,"White, not of Hispanic origin",81,78,1,0,Worst,82,77,1,1,Worst,0,1,0,1,1
R_31ZMRXvGXZR3r37,High,Mitigate,Bad,FL_23|FL_17,25,Male,Asian/ Pacific Islander,40,56,1,0,Worst,51,53,1,1,Worst,0,1,0,1,1
R_1iljxaAW80Lc5bT,Low,Mitigate,Bad,FL_23|FL_17,28,Female,Black/ African American,50,86,1,1,Worst,81,65,1,1,Worst,1,1,1,1,1
R_yxPJ0AoC5orEK09,Low,Mitigate,Bad,FL_17|FL_23,30,Male,"White, not of Hispanic origin",91,71,1,1,Worst,100,100,1,1,Worst,1,1,1,1,1
R_3nTac2oLeMRlFWc,High,Mitigate,Good,FL_23|FL_17,24,Female,"White, not of Hispanic origin",51,45,1,0,Mitigated,91,70,1,1,Mitigated,0,1,0,1,1
R_23ZyPnmawO2p8mi,Low,Prevent,Bad,FL_17|FL_23,30,Female,"White, not of Hispanic origin",79,80,1,1,Worst,63,66,1,1,Worst,1,1,1,1,1
R_2dXs9Rx9Z0nPBli,Low,Prevent,Good,FL_23|FL_17,24,Female,"White, not of Hispanic origin",77,59,1,1,Prevented,82,82,1,1,Prevented,1,1,1,1,1
R_ey2GDoAtUdZ6PBL,Low,Mitigate,Bad,FL_17|FL_23,37,Male,"White, not of Hispanic origin",70,58,0,0,Mitigated,63,71,1,0,Mitigated,0,0,0,0,0
R_21dfe4WxCzw7NNV,Low,Mitigate,Good,FL_23|FL_17,48,Male,"White, not of Hispanic origin",100,100,0,0,Worst,55,100,1,1,Worst,0,1,0,0,0
R_1hMDHCYnossZA4S,Low,Prevent,Bad,FL_23|FL_17,41,Male,"White, not of Hispanic origin",100,100,1,1,Mitigated,62,59,1,0,Worst,1,0,0,0,1
R_1Nny4AsbYEB5f9N,Low,Mitigate,Good,FL_23|FL_17,20,Male,Black/ African American,51,43,1,0,Mitigated,50,75,0,0,Worst,0,0,0,1,0
R_22mGYKUAOOeU7QL,Low,Prevent,Good,FL_17|FL_23,28,Male,"White, not of Hispanic origin",76,54,1,1,Prevented,100,75,1,1,Prevented,1,1,1,1,1
R_1q4CO8NeoJmuwc3,High,Prevent,Good,FL_17|FL_23,56,Female,"White, not of Hispanic origin",51,51,1,1,Prevented,66,50,1,1,Prevented,1,1,1,1,1
R_3iRpB9V2bK5fDzs,High,Mitigate,Good,FL_17|FL_23,45,Male,"White, not of Hispanic origin",92,84,0,0,Mitigated,86,88,1,0,Prevented,0,0,0,1,0
R_ctG2tsgPGFxnVhT,Low,Mitigate,Good,FL_17|FL_23,30,Female,"American Indian/ Alaska Native,Black/ African American,White, not of Hispanic origin",94,50,1,1,Mitigated,81,69,1,1,Mitigated,1,1,1,1,1
R_WeeKCBgx9RbAI4p,High,Mitigate,Good,FL_23|FL_17,37,Female,"White, not of Hispanic origin",59,48,1,1,Mitigated,71,67,1,1,Mitigated,1,1,1,1,1
R_6fAJFcKita14vFn,Low,Prevent,Good,FL_17|FL_23,24,Male,Hispanic,100,50,1,1,Prevented,91,50,1,1,Prevented,1,1,1,1,1
R_3Ge8LTWgQi1ClG2,Low,Mitigate,Bad,FL_23|FL_17,37,Female,Hispanic,92,1,1,1,Worst,51,18,1,0,Worst,1,0,0,1,1
R_2AN25TJmH0Z1GwG,Low,Mitigate,Good,FL_23|FL_17,29,Female,"White, not of Hispanic origin",100,50,0,0,Mitigated,75,61,0,1,Mitigated,0,0,0,1,1
R_2cpBb4fdal2mP5e,Low,Mitigate,Good,FL_17|FL_23,25,Male,"White, not of Hispanic origin",40,51,1,1,Mitigated,82,71,1,1,Mitigated,1,1,1,1,1
R_3kzHb8NdISjYIhQ,Low,Mitigate,Bad,FL_17|FL_23,41,Female,"White, not of Hispanic origin",76,30,1,1,Worst,58,52,1,0,Worst,1,0,0,1,1
R_1Dp24ClM3XrJ7DC,Low,Mitigate,Bad,FL_17|FL_23,31,Female,"Asian/ Pacific Islander,White, not of Hispanic origin",53,6,1,1,Worst,56,35,1,0,Worst,1,0,0,1,1
R_32KkX1zjBMO37jw,Low,Mitigate,Bad,FL_17|FL_23,25,Female,"White, not of Hispanic origin",79,9,1,1,Worst,65,8,0,1,Worst,1,0,0,1,1
R_3NCkz6csCsOY6Mq,Low,Mitigate,Bad,FL_23|FL_17,21,Female,"White, not of Hispanic origin",22,60,1,1,Worst,52,43,1,0,Prevented,1,0,0,1,0
R_3Ia75PefCIakHZM,Low,Mitigate,Bad,FL_17|FL_23,21,Female,Asian/ Pacific Islander,56,4,0,1,Worst,25,25,1,0,Worst,0,0,0,1,1
R_24LWyu8nU20Ha9e,Low,Mitigate,Good,FL_17|FL_23,49,Male,"White, not of Hispanic origin",91,50,1,0,Mitigated,93,92,1,0,Prevented,0,0,0,1,0
R_12utNyRycMJ7XZX,Low,Mitigate,Bad,FL_23|FL_17,26,Male,"South Asian/ Indian,White, not of Hispanic origin",73,74,0,0,Worst,67,67,0,1,Mitigated,0,0,0,1,0
R_URcE9Tg1uA1fSXT,Low,Mitigate,Bad,FL_23|FL_17,46,Female,"White, not of Hispanic origin",96,100,1,0,Worst,91,5,1,1,Worst,0,1,0,1,1
R_OdlnfGVQCjmgaSR,Low,Mitigate,Bad,FL_23|FL_17,29,Female,"White, not of Hispanic origin",52,35,1,1,Worst,88,84,1,0,Worst,1,0,0,1,1
R_2B8LbQhvEDCGBPG,High,Mitigate,Bad,FL_23|FL_17,23,Female,"White, not of Hispanic origin",81,50,1,1,Worst,39,40,1,1,Worst,1,1,1,1,1
R_3EZsIaExBU3FWy4,Low,Mitigate,Bad,FL_23|FL_17,32,Male,"White, not of Hispanic origin",78,31,1,1,Worst,88,57,1,1,Worst,1,1,1,1,1
R_eRjXVWeicpZZQwp,Low,Mitigate,Bad,FL_17|FL_23,55,Female,"White, not of Hispanic origin",100,100,1,1,Worst,100,47,1,0,Worst,1,0,0,1,1
R_2To4NVakUlB0xQc,Low,Mitigate,Good,FL_23|FL_17,42,Female,"White, not of Hispanic origin",82,72,0,1,Mitigated,89,71,0,0,Mitigated,0,0,0,1,1
R_1H11McdML04TLqJ,Low,Mitigate,Bad,FL_23|FL_17,22,Female,Asian/ Pacific Islander,35,42,1,1,Worst,30,1,1,1,Worst,1,1,1,1,1
R_1rpozYh0VJow2iX,Low,Prevent,Bad,FL_23|FL_17,36,Female,Asian/ Pacific Islander,54,10,0,1,Worst,89,49,0,1,Worst,0,0,0,1,1
R_2QLfhWR6iDBdAY6,High,Mitigate,Good,FL_17|FL_23,19,Male,"White, not of Hispanic origin",67,50,1,1,Mitigated,51,49,1,1,Mitigated,1,1,1,1,1
R_3O3u3iD14DcoWqB,Low,Mitigate,Bad,FL_17|FL_23,18,Female,Asian/ Pacific Islander,50,19,1,1,Worst,91,91,1,0,Worst,1,0,0,1,1
R_1l9mjuicTJlq9w1,Low,Mitigate,Bad,FL_17|FL_23,25,Female,"Black/ African American,White, not of Hispanic origin",59,0,1,1,Worst,85,41,1,1,Worst,1,1,1,1,1
R_1OGLE6RHGrTZnOv,High,Mitigate,Bad,FL_23|FL_17,44,Male,"White, not of Hispanic origin",83,70,0,0,Mitigated,79,75,1,0,Prevented,0,0,0,0,0
R_1IuDpngIrDr9F9x,Low,Mitigate,Bad,FL_23|FL_17,63,Male,"White, not of Hispanic origin",100,100,1,1,Prevented,73,80,0,1,Worst,1,0,0,0,1
R_2B4YfBwwjqkikIY,High,Mitigate,Bad,FL_17|FL_23,27,Female,"White, not of Hispanic origin",71,50,1,0,Worst,82,71,1,1,Worst,0,1,0,1,1
R_3es5WeYFKEbDsv3,Low,Prevent,Bad,FL_23|FL_17,33,Female,"White, not of Hispanic origin",100,100,1,1,Worst,100,100,1,1,Worst,1,1,1,1,1
R_2zOuMZTKKoaZNdO,Low,Mitigate,Good,FL_17|FL_23,23,Male,Hispanic,100,49,1,1,Mitigated,100,100,1,1,Mitigated,1,1,1,1,1
R_YX27qt16xVUFi7v,Low,Mitigate,Good,FL_23|FL_17,54,Female,"White, not of Hispanic origin",100,60,1,1,Mitigated,100,100,1,1,Mitigated,1,1,1,1,1
R_1jDqqiR7oYbBoSu,Low,Prevent,Bad,FL_17|FL_23,20,Male,"White, not of Hispanic origin",77,50,1,1,Worst,56,52,1,1,Worst,1,1,1,1,1
R_1eCyhgJkIBPhcnm,High,Mitigate,Good,FL_17|FL_23,19,Female,Asian/ Pacific Islander,48,29,1,1,Mitigated,68,49,1,1,Mitigated,1,1,1,1,1
R_1MM3uP2UlHln7hu,High,Mitigate,Bad,FL_17|FL_23,22,Male,Hispanic,42,0,1,0,Worst,79,0,1,0,Worst,0,0,0,1,1
R_3fvN9XPm776A5pi,Low,Mitigate,Good,FL_17|FL_23,45,Male,"White, not of Hispanic origin",62,57,0,0,Mitigated,57,64,1,1,Mitigated,0,1,0,1,1
R_r3faHAjTC6spFrb,Low,Prevent,Bad,FL_23|FL_17,30,Female,"White, not of Hispanic origin",99,100,1,1,Worst,86,66,1,1,Worst,1,1,1,1,1
R_Z9xF6RBdUlp3LXj,High,Mitigate,Bad,FL_23|FL_17,23,Female,"White, not of Hispanic origin",71,25,1,0,Worst,31,61,1,0,Worst,0,0,0,1,1
R_5chqPuQs96CJrDr,High,Mitigate,Good,FL_17|FL_23,26,Male,"White, not of Hispanic origin",100,100,1,0,Worst,100,51,1,1,Mitigated,0,1,0,0,1
R_3htBYZ3My6StaQ9,Low,Mitigate,Bad,FL_23|FL_17,26,Female,"White, not of Hispanic origin",93,25,1,0,Worst,90,92,1,0,Worst,0,0,0,1,1
R_2WNNjkUTTmAFJw5,Low,Mitigate,Bad,FL_17|FL_23,22,Male,South Asian/ Indian,51,11,1,0,Worst,11,7,1,1,Worst,0,1,0,1,1
R_22Ap7LygOJUpIpv,Low,Mitigate,Bad,FL_23|FL_17,29,Female,"White, not of Hispanic origin",92,51,1,0,Worst,92,91,1,1,Worst,0,1,0,1,1
R_3G9xEw9MmngKt3D,Low,Mitigate,Bad,FL_17|FL_23,26,Female,"White, not of Hispanic origin",23,0,1,1,Worst,45,20,1,1,Worst,1,1,1,1,1
R_22tP1sZzbGNGm8q,Low,Mitigate,Bad,FL_23|FL_17,25,Male,"White, not of Hispanic origin",61,25,1,1,Worst,25,25,0,1,Worst,1,0,0,1,1
R_3kz8YcuqetuQSCn,Low,Mitigate,Bad,FL_17|FL_23,57,Male,"White, not of Hispanic origin",81,92,0,0,Worst,80,82,0,1,Worst,0,0,0,1,1
R_1OOfJUFlfi3ftCB,Low,Mitigate,Bad,FL_23|FL_17,56,Male,"White, not of Hispanic origin",81,70,0,1,Mitigated,71,81,0,1,Mitigated,0,0,0,0,0
R_2azwzCHhwiKauU8,Low,Mitigate,Bad,FL_23|FL_17,39,Female,"White, not of Hispanic origin",55,9,1,1,Worst,70,9,1,1,Worst,1,1,1,1,1
R_2fAPk33UjeYC9Jl,Low,Mitigate,Bad,FL_23|FL_17,27,Female,"White, not of Hispanic origin",65,31,1,1,Worst,76,29,1,1,Worst,1,1,1,1,1
R_1CDRhCf7Ig63Vei,Low,Mitigate,Bad,FL_17|FL_23,45,Male,"White, not of Hispanic origin",64,63,0,0,Prevented,75,70,1,0,Prevented,0,0,0,0,0
R_AAp7qTq3SBPqzBL,Low,Mitigate,Good,FL_17|FL_23,42,Male,"White, not of Hispanic origin",64,57,1,0,Mitigated,50,71,1,1,Mitigated,0,1,0,1,1
R_vqQphgbncRCS1AB,Low,Mitigate,Bad,FL_17|FL_23,40,Female,"White, not of Hispanic origin",50,50,1,1,Worst,74,8,1,0,Worst,1,0,0,1,1
R_3htL6nSSG7BmVE4,Low,Mitigate,Bad,FL_23|FL_17,50,Female,"White, not of Hispanic origin",86,67,1,1,Worst,92,72,1,1,Worst,1,1,1,1,1
R_A7FxIJ5CWy4wWVX,Low,Mitigate,Bad,FL_17|FL_23,46,Male,"White, not of Hispanic origin",72,59,0,0,Mitigated,61,67,0,0,Mitigated,0,0,0,0,0
